,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Size_Flash Storage,Size_HDD,Size_Hybrid,Size_SSD,ppi
496,Lenovo,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.17,0,0,0,256,141.21199808219862
497,HP,Notebook,14.0,Intel Core i7,8,Intel,Windows 10,1.48,0,0,0,1,157.3505121487356
498,Lenovo,Notebook,13.3,Intel Core i3,8,Intel,Windows 10,1.4,0,0,0,256,165.6321180513006
499,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.3,0,0,0,256,141.21199808219862
500,Asus,Netbook,11.6,Others,4,Intel,Windows 10 S,1.2,64,0,0,0,135.0942111925629
501,HP,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,1.91,0,0,0,256,100.45466986113651
502,Lenovo,2 in 1 Convertible,13.9,Intel Core i5,8,Intel,Windows 10,1.4,0,0,0,256,158.48253022174808
503,Lenovo,Notebook,14.0,Others,4,Intel,Windows 10,2.1,0,500,0,0,111.93520355955211
504,Lenovo,Netbook,11.6,Others,4,Intel,Chrome OS,1.25,0,0,0,16,135.0942111925629
505,Lenovo,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.44,0,0,0,256,165.6321180513006
506,Asus,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.0,0,0,0,256,141.21199808219862
507,Acer,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,2.2,0,1,0,0,141.21199808219862
508,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.34,0,0,0,512,165.6321180513006
509,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,No OS,2.4,0,0,0,256,141.21199808219862
510,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.29,0,0,0,128,165.6321180513006
511,Acer,Notebook,15.6,Intel Core i7,4,Nvidia,Windows 10,2.2,0,500,0,0,141.21199808219862
512,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.18,0,1,0,0,141.21199808219862
513,Dell,Notebook,15.6,Intel Core i7,16,AMD,Windows 10,2.2,0,0,0,256,141.21199808219862
514,Xiaomi,Notebook,15.6,Intel Core i7,16,Nvidia,No OS,1.95,0,0,0,256,141.21199808219862
515,Asus,Netbook,11.6,Others,2,Intel,Windows 10,1.1,32,0,0,0,135.0942111925629
516,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.04,0,1,0,0,100.45466986113651
517,Asus,Gaming,15.6,Intel Core i7,24,Nvidia,Windows 10,2.24,0,0,0,512,141.21199808219862
518,HP,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.04,0,0,0,256,141.21199808219862
519,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,3.0,0,0,0,256,127.33567457123111
520,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,3.2,0,0,0,256,141.21199808219862
521,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.32,0,0,0,256,165.6321180513006
522,Dell,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.64,0,0,0,256,157.3505121487356
523,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,1.63,0,0,0,128,100.45466986113651
524,Dell,Notebook,17.3,Intel Core i5,8,AMD,Linux,2.8,0,0,0,128,127.33567457123111
525,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,2.02,0,0,0,256,157.3505121487356
526,Lenovo,Notebook,15.6,Intel Core i7,4,Nvidia,Windows 10,2.2,0,1,0,0,141.21199808219862
527,Lenovo,Notebook,15.6,Intel Core i3,8,Nvidia,No OS,2.2,0,1,0,0,100.45466986113651
528,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,2.3,0,500,0,0,141.21199808219862
529,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.9,0,0,0,256,141.21199808219862
530,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.42,0,0,0,128,127.33567457123111
531,Toshiba,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.0,0,500,0,0,141.21199808219862
532,Asus,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.0,0,0,0,256,138.46177587823902
533,Mediacom,Notebook,13.3,Others,4,Intel,Windows 10,1.2,0,0,0,32,165.6321180513006
534,Asus,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.3,0,0,0,128,141.21199808219862
535,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,1.93,0,0,0,256,141.21199808219862
536,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.2,0,0,0,256,141.21199808219862
537,HP,Notebook,15.6,Others,4,Intel,Windows 10,1.86,0,0,0,256,141.21199808219862
538,HP,Gaming,17.3,Intel Core i7,12,Nvidia,Windows 10,2.62,0,1,0,0,127.33567457123111
539,Lenovo,Notebook,14.0,Intel Core i7,8,Nvidia,Windows 10,1.87,0,0,0,256,157.3505121487356
540,Dell,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.2,0,0,0,256,276.053530085501
541,Dell,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,1.6,0,0,0,128,157.3505121487356
542,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.34,0,0,0,256,276.053530085501
543,Acer,Gaming,15.6,Intel Core i5,8,Nvidia,Linux,2.4,0,1,0,0,141.21199808219862
544,Asus,Notebook,15.6,AMD,4,AMD,Windows 10,2.0,0,500,0,0,100.45466986113651
545,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.1,0,0,0,128,141.21199808219862
546,Lenovo,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.87,0,500,0,0,157.3505121487356
547,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,No OS,2.15,0,1,0,0,141.21199808219862
548,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,1.86,0,500,0,0,141.21199808219862
549,Lenovo,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,1.99,0,0,0,512,141.21199808219862
550,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.2,0,0,0,128,141.21199808219862
551,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.9,0,0,0,256,141.21199808219862
552,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.42,0,0,0,256,127.33567457123111
553,HP,Notebook,17.3,Intel Core i3,8,Intel,Windows 10,2.65,0,1,0,0,106.11306214269258
554,HP,Notebook,17.3,Intel Core i7,8,Nvidia,Windows 10,2.63,0,1,0,0,127.33567457123111
555,Asus,Notebook,15.6,Others,4,Intel,Linux,2.0,0,500,0,0,100.45466986113651
556,Mediacom,Notebook,13.3,Others,4,Intel,Windows 10,1.35,32,0,0,0,165.6321180513006
557,Lenovo,Notebook,17.3,Intel Core i7,6,Nvidia,Windows 10,2.8,0,0,0,128,106.11306214269258
558,HP,Notebook,15.6,AMD,6,AMD,Windows 10,1.91,0,0,0,128,141.21199808219862
559,Dell,Notebook,15.6,Intel Core i3,4,AMD,Windows 10,2.18,0,1,0,0,100.45466986113651
560,Acer,2 in 1 Convertible,11.6,Others,4,Intel,Windows 10,1.25,32,0,0,0,189.90579052433606
561,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.05,0,0,0,128,141.21199808219862
562,HP,Ultrabook,13.3,Others,16,Intel,Windows 10,1.16,0,0,0,512,276.053530085501
563,Lenovo,Notebook,17.3,Intel Core i7,8,Nvidia,Windows 10,3.4,0,0,0,256,127.33567457123111
564,Asus,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.5,0,0,0,128,141.21199808219862
565,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.21,0,0,0,128,162.40629351131793
566,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,1.93,0,500,0,0,100.45466986113651
567,Fujitsu,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.2,0,1,0,0,100.45466986113651
568,Lenovo,Notebook,15.6,Others,4,Intel,Windows 10,2.2,0,500,0,0,141.21199808219862
569,Lenovo,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,2.02,0,500,0,0,111.93520355955211
570,HP,Workstation,17.3,Intel Core i5,8,Nvidia,Windows 10,3.14,0,500,0,0,106.11306214269258
571,HP,Notebook,14.0,Others,8,Intel,Windows 10,1.94,0,1,0,0,111.93520355955211
572,HP,Notebook,15.6,AMD,6,AMD,Windows 10,1.95,0,0,0,256,141.21199808219862
573,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.3,0,0,0,256,141.21199808219862
574,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.05,0,500,0,0,141.21199808219862
575,Mediacom,Notebook,14.0,Others,4,Intel,Windows 10,1.4,0,0,0,32,157.3505121487356
576,Toshiba,Ultrabook,14.0,Intel Core i7,16,Intel,Windows 10,1.24,0,0,0,512,157.3505121487356
577,Lenovo,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,4.6,0,0,0,256,127.33567457123111
578,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.14,0,0,0,512,127.33567457123111
579,Dell,Notebook,15.6,Intel Core i7,8,AMD,Linux,2.2,0,0,0,256,141.21199808219862
580,Mediacom,Notebook,14.0,Others,4,Intel,Windows 10,1.45,0,0,0,32,157.3505121487356
581,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.9,0,500,0,0,100.45466986113651
582,HP,Notebook,13.3,Intel Core i3,4,Intel,Windows 10,1.49,0,0,0,128,165.6321180513006
583,Dell,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,1.93,0,0,0,256,141.21199808219862
584,Dell,Netbook,11.6,Others,4,Intel,Chrome OS,1.26,16,0,0,0,135.0942111925629
585,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.5,0,0,0,128,127.33567457123111
586,HP,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,3.78,0,0,0,256,127.33567457123111
587,Lenovo,Ultrabook,14.0,Intel Core i7,12,Intel,Windows 10,1.4,0,0,0,256,157.3505121487356
588,Lenovo,Notebook,15.6,Intel Core i7,12,Intel,Windows 10,2.2,0,1,0,0,100.45466986113651
589,Asus,Gaming,17.3,Intel Core i5,8,Nvidia,Windows 10,2.73,0,0,0,128,127.33567457123111
590,Asus,2 in 1 Convertible,15.6,Intel Core i5,8,Intel,Windows 10,2.2,0,1,0,0,100.45466986113651
591,Lenovo,Notebook,15.6,AMD,12,AMD,Windows 10,2.2,0,0,0,512,141.21199808219862
592,Dell,2 in 1 Convertible,11.6,Others,4,Intel,Windows 10,1.39,0,0,0,128,135.0942111925629
593,Samsung,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,2.5,0,0,0,128,141.21199808219862
594,Lenovo,Notebook,17.3,Intel Core i3,4,Intel,No OS,2.8,0,500,0,0,127.33567457123111
595,Lenovo,Notebook,15.6,Intel Core i3,8,Intel,Windows 10,2.29,0,1,0,0,100.45466986113651
596,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.37,0,0,0,512,165.6321180513006
597,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.7,0,0,0,256,157.3505121487356
598,Dell,2 in 1 Convertible,12.5,Intel Core i5,8,Intel,Windows 10,1.34,0,0,0,256,176.23257360658386
599,Dell,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,2.06,0,0,0,256,141.21199808219862
600,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,1.84,0,0,0,256,141.21199808219862
601,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.1,0,500,0,0,100.45466986113651
602,Acer,Notebook,14.0,Others,4,Intel,Windows 10,1.6,32,0,0,0,157.3505121487356
603,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.14,0,0,0,128,127.33567457123111
604,Dell,Notebook,15.6,Intel Core i3,4,AMD,Linux,2.18,0,1,0,0,100.45466986113651
605,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,1.8,0,0,0,256,138.46177587823902
606,Toshiba,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.2,0,0,0,256,141.21199808219862
607,Lenovo,Notebook,15.6,Intel Core i5,6,Intel,Windows 10,2.4,0,1,0,0,141.21199808219862
608,Lenovo,2 in 1 Convertible,15.6,Intel Core i7,8,Intel,Windows 10,2.0,0,0,0,256,141.21199808219862
609,Acer,Notebook,14.0,Others,4,Intel,Windows 10,1.6,128,0,0,0,111.93520355955211
610,Lenovo,Notebook,15.6,Others,32,Nvidia,Windows 10,2.5,0,0,0,1,138.46177587823902
611,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.59,0,1,0,0,141.21199808219862
612,Dell,Notebook,15.6,Intel Core i3,4,Intel,Linux,2.18,0,1,0,0,100.45466986113651
613,Dell,Notebook,15.6,Intel Core i3,4,Intel,Linux,2.25,0,1,0,0,100.45466986113651
614,Dell,Notebook,15.6,Intel Core i5,4,Intel,Linux,1.93,0,500,0,0,100.45466986113651
615,Asus,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,3.0,0,0,0,128,127.33567457123111
616,Dell,Notebook,15.6,Intel Core i5,4,AMD,Linux,2.18,0,0,0,128,141.21199808219862
617,HP,Ultrabook,15.6,Intel Core i7,8,Intel,Windows 10,1.84,0,0,0,512,141.21199808219862
618,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.94,0,0,0,256,141.21199808219862
619,Acer,2 in 1 Convertible,11.6,Others,4,Intel,Chrome OS,1.25,32,0,0,0,135.0942111925629
620,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,2.31,0,0,0,256,111.93520355955211
621,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,1.65,0,0,0,256,157.3505121487356
622,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,2.2,0,1,0,0,141.21199808219862
623,Fujitsu,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.2,0,0,0,256,100.45466986113651
624,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 7,1.88,0,500,0,0,100.45466986113651
625,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,0,1,0,0,141.21199808219862
626,Mediacom,Notebook,14.0,Others,2,Intel,Windows 10,1.4,32,0,0,0,157.3505121487356
627,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,No OS,2.2,0,0,0,128,141.21199808219862
628,Asus,2 in 1 Convertible,13.3,Intel Core i5,6,Intel,Windows 10,1.5,0,1,0,0,165.6321180513006
629,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.0,0,0,0,256,141.21199808219862
630,Asus,Ultrabook,14.0,Intel Core i7,16,Intel,Windows 10,1.1,0,0,0,512,157.3505121487356
631,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.62,0,0,0,256,141.21199808219862
632,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,1.8,0,0,0,256,141.21199808219862
633,Lenovo,Notebook,15.6,Intel Core i3,4,Nvidia,Windows 10,2.2,0,1,0,0,141.21199808219862
634,Asus,Notebook,15.6,Others,8,Intel,Windows 10,2.0,0,1,0,0,100.45466986113651
635,Asus,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,1.99,0,1,0,0,141.21199808219862
636,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.23,0,0,0,256,276.053530085501
637,Lenovo,Notebook,14.0,Others,2,Intel,Windows 10,1.42,32,0,0,0,111.93520355955211
638,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.37,0,0,0,256,165.6321180513006
639,Dell,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,2.06,0,0,0,1,138.46177587823902
640,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.5,0,0,0,128,141.21199808219862
641,HP,Notebook,17.0,AMD,8,AMD,Windows 10,2.6,0,1,0,0,107.98564559226952
642,Lenovo,Ultrabook,14.0,Intel Core i7,16,Intel,Windows 10,1.14,0,0,0,512,157.3505121487356
643,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,No OS,2.5,0,1,0,0,141.21199808219862
644,Acer,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.4,0,500,0,0,100.45466986113651
645,Lenovo,Notebook,14.0,Others,4,Intel,Windows 10,1.43,32,0,0,0,111.93520355955211
646,Acer,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,1.8,0,0,0,256,157.3505121487356
647,Razer,Gaming,14.0,Intel Core i7,16,Nvidia,Windows 10,1.95,0,0,0,256,157.3505121487356
648,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.2,0,0,0,256,165.6321180513006
649,Lenovo,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,1.36,0,0,0,256,176.23257360658386
650,Asus,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,3.8,0,0,0,512,127.33567457123111
651,Acer,Gaming,15.6,Intel Core i5,8,Nvidia,Linux,2.4,0,1,0,0,141.21199808219862
652,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.2,0,0,0,256,165.6321180513006
653,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,0,0,0,128,141.21199808219862
654,HP,Notebook,15.6,Intel Core i3,4,Intel,No OS,1.86,0,500,0,0,100.45466986113651
655,Toshiba,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.0,0,500,0,0,141.21199808219862
656,Dell,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,2.2,0,0,0,256,141.21199808219862
657,Dell,Notebook,15.6,Intel Core i7,16,AMD,Windows 10,2.2,0,0,0,256,141.21199808219862
658,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,3.31,0,0,0,128,141.21199808219862
659,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,4.42,0,0,0,512,124.85570541621553
660,Dell,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.56,0,0,0,256,157.3505121487356
661,Lenovo,Notebook,15.6,Others,4,Intel,Windows 10,2.2,0,500,0,0,100.45466986113651
662,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.2,0,500,0,0,141.21199808219862
663,HP,Notebook,15.6,Intel Core i3,6,AMD,Windows 10,2.04,0,1,0,0,141.21199808219862
664,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,2.7,0,0,0,128,127.33567457123111
665,Toshiba,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.1,0,0,0,128,100.45466986113651
666,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.06,0,1,0,0,141.21199808219862
667,HP,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,2.1,0,1,0,0,141.21199808219862
668,Toshiba,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.0,0,0,0,256,141.21199808219862
669,Acer,Notebook,15.6,Intel Core i3,4,Intel,Linux,2.1,0,0,0,128,100.45466986113651
670,Microsoft,Ultrabook,13.5,Intel Core i7,8,Intel,Windows 10 S,1.252,0,0,0,256,200.84255993695703
671,Lenovo,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,1.9,0,0,0,128,141.21199808219862
672,Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.3,0,0,0,256,165.6321180513006
673,Lenovo,Notebook,15.6,AMD,4,AMD,Windows 10,2.2,0,0,0,128,100.45466986113651
674,HP,2 in 1 Convertible,14.0,Intel Core i3,4,Nvidia,Windows 10,1.63,0,0,0,128,157.3505121487356
675,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.4,0,0,0,256,141.21199808219862
676,Asus,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,1.1,0,0,0,256,157.3505121487356
677,HP,2 in 1 Convertible,11.6,Others,8,Intel,Chrome OS,1.4,64,0,0,0,135.0942111925629
678,LG,Ultrabook,15.6,Intel Core i7,8,Intel,Windows 10,1.09,0,0,0,512,141.21199808219862
679,Acer,Gaming,15.6,Intel Core i5,16,Nvidia,Windows 10,2.5,0,0,0,256,141.21199808219862
680,MSI,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.2,0,0,0,256,141.21199808219862
681,Asus,Notebook,15.6,Others,4,Intel,Windows 10,1.86,0,0,0,128,100.45466986113651
682,Dell,Gaming,15.6,Intel Core i5,16,Nvidia,Windows 10,3.21,0,0,0,128,141.21199808219862
683,HP,Notebook,17.3,Intel Core i3,4,AMD,Windows 10,2.5,0,0,0,256,127.33567457123111
684,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.19,0,0,0,512,165.6321180513006
685,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,3.49,0,0,0,256,141.21199808219862
686,HP,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,1.86,0,500,0,0,100.45466986113651
687,Dell,Notebook,15.6,Intel Core i3,4,AMD,Windows 10,2.2,0,1,0,0,100.45466986113651
688,HP,Notebook,17.3,AMD,6,AMD,Windows 10,2.65,0,1,0,0,127.33567457123111
689,Lenovo,Notebook,15.6,Others,4,Intel,Windows 10,2.1,0,500,0,0,100.45466986113651
690,Acer,Notebook,14.0,Others,4,Intel,Chrome OS,1.45,32,0,0,0,111.93520355955211
691,Lenovo,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.7,0,0,0,256,157.3505121487356
692,HP,Workstation,17.3,Intel Core i7,8,Nvidia,Windows 10,3.14,0,500,0,0,127.33567457123111
693,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,Intel,Windows 10,1.42,0,0,0,256,209.8006828649808
694,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.5,0,0,0,256,165.6321180513006
695,Acer,Netbook,11.6,Others,4,Intel,Windows 10,1.4,32,0,0,0,135.0942111925629
696,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,16,Intel,Windows 10,1.38,0,0,0,512,157.3505121487356
697,Asus,2 in 1 Convertible,12.5,Others,4,Intel,Chrome OS,1.2,64,0,0,0,176.23257360658386
698,Toshiba,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,1.36,0,0,0,512,165.6321180513006
699,HP,Notebook,15.6,Intel Core i7,4,AMD,Windows 10,2.1,0,500,0,0,141.21199808219862
700,Dell,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.56,0,1,0,0,141.21199808219862
701,Lenovo,Notebook,15.6,AMD,4,AMD,Windows 10,2.2,0,0,0,256,141.21199808219862
702,Lenovo,Notebook,15.6,AMD,8,AMD,Windows 10,2.2,0,1,0,0,100.45466986113651
703,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.1,0,1,0,0,141.21199808219862
704,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,No OS,1.9,0,500,0,0,100.45466986113651
705,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.18,0,0,0,256,141.21199808219862
706,Acer,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.6,0,0,0,256,165.6321180513006
707,Lenovo,Workstation,15.6,Intel Core i7,16,Nvidia,Windows 7,2.18,0,0,0,512,141.21199808219862
708,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.8,0,0,0,256,157.3505121487356
709,HP,Notebook,17.3,AMD,6,AMD,Windows 10,2.71,0,1,0,0,127.33567457123111
710,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.5,0,0,0,128,141.21199808219862
711,Dell,Notebook,14.0,Intel Core i5,8,Nvidia,Linux,1.64,0,0,0,256,157.3505121487356
712,Dell,Notebook,15.6,Intel Core i5,8,Intel,Linux,1.98,0,1,0,0,141.21199808219862
713,Asus,Notebook,14.0,Others,4,Intel,Windows 10,1.5,32,0,0,0,157.3505121487356
714,Dell,Notebook,15.6,Intel Core i5,16,Intel,Windows 10,1.93,0,0,0,512,141.21199808219862
715,Lenovo,Notebook,14.0,Intel Core i5,8,Nvidia,Windows 10,1.87,0,0,0,256,157.3505121487356
716,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.9,0,0,0,256,141.21199808219862
717,Lenovo,Notebook,15.6,AMD,4,AMD,Windows 10,2.19,0,500,0,0,100.45466986113651
718,Mediacom,Notebook,14.0,Others,4,Intel,Windows 10,1.4,0,32,0,0,161.72539083525606
719,HP,Notebook,17.3,Intel Core i7,8,Nvidia,Windows 10,2.63,0,0,0,256,127.33567457123111
720,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,1.17,0,0,0,512,209.8006828649808
721,HP,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.58,0,0,0,256,117.82653006268643
722,Lenovo,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,1.32,0,0,0,256,157.3505121487356
723,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,4.36,0,0,0,1,124.85570541621553
724,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,2.7,0,0,0,128,127.33567457123111
725,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,No OS,1.9,0,1,0,0,100.45466986113651
726,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.2,0,0,0,128,141.21199808219862
727,Dell,2 in 1 Convertible,13.3,Intel Core i3,4,Intel,Windows 10,1.71,0,1,0,0,165.6321180513006
728,Dell,Notebook,15.6,Intel Core i5,8,AMD,Linux,2.32,0,1,0,0,100.45466986113651
729,HP,Notebook,15.6,AMD,4,AMD,Windows 10,2.1,0,1,0,0,141.21199808219862
730,Acer,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.2,0,0,0,128,127.33567457123111
731,Dell,Notebook,15.6,Intel Core i5,12,Intel,Windows 10,2.25,0,1,0,0,100.45466986113651
732,HP,Notebook,15.6,AMD,6,AMD,Windows 10,2.1,0,0,0,128,141.21199808219862
733,Acer,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.4,0,500,0,0,100.45466986113651
734,Lenovo,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.44,0,0,0,256,165.6321180513006
735,Lenovo,Notebook,15.6,Intel Core i7,4,Intel,Windows 10,1.85,0,1,0,0,141.21199808219862
736,HP,Workstation,15.6,Intel Core i7,16,Nvidia,Windows 10,2.6,0,0,0,256,141.21199808219862
737,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.55,0,1,0,0,165.6321180513006
738,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,1.8,0,0,0,256,141.21199808219862
739,Acer,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.4,0,500,0,0,100.45466986113651
740,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.0,0,0,0,128,141.21199808219862
741,Dell,Notebook,15.6,Intel Core i3,8,Intel,Windows 10,2.0,0,0,0,256,100.45466986113651
742,Toshiba,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.25,0,0,0,256,157.3505121487356
743,Lenovo,2 in 1 Convertible,14.0,Intel Core i5,8,Intel,Windows 10,1.7,0,0,0,256,157.3505121487356
744,Lenovo,Workstation,15.6,Intel Core i7,16,Nvidia,Windows 10,2.5,0,0,0,1,138.46177587823902
