,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Price,Size_Flash Storage,Size_HDD,Size_Hybrid,Size_SSD,ppi
454,Dell,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,2.36,52161.12,0,0,0,128,141.21199808219862
455,Dell,2 in 1 Convertible,11.6,Others,4,Intel,Windows 10,1.47,25521.12,0,500,0,0,135.0942111925629
456,Dell,Notebook,17.3,Intel Core i7,8,Nvidia,Windows 10,4.42,109010.88,0,1,0,0,127.33567457123111
457,Microsoft,Ultrabook,13.5,Others,4,Intel,Windows 10 S,1.252,52693.92,0,0,0,128,200.84255993695703
458,Microsoft,Ultrabook,13.5,Intel Core i7,8,Intel,Windows 10 S,1.25,95850.72,0,0,0,256,200.84255993695703
459,HP,Notebook,17.3,Intel Core i3,8,Intel,Windows 10,2.5,34093.872,0,0,0,256,106.11306214269258
460,Acer,Notebook,15.6,Intel Core i3,4,Nvidia,Windows 10,2.23,28984.32,0,1,0,0,141.21199808219862
461,Acer,Netbook,11.6,Others,4,Intel,Windows 10,1.4,23176.8,0,0,0,128,135.0942111925629
462,Asus,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.37,39906.72,0,1,0,0,141.21199808219862
463,Lenovo,Notebook,14.0,Intel Core i7,8,AMD,No OS,1.5,42570.72,0,0,0,512,157.3505121487356
464,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.67,111355.2,0,0,0,256,141.21199808219862
465,Asus,Notebook,15.6,Others,4,Intel,Windows 10,2.0,16197.12,0,500,0,0,100.45466986113651
466,Acer,Notebook,15.6,Intel Core i3,4,Nvidia,Windows 10,2.2,24988.32,0,500,0,0,100.45466986113651
467,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.02,40439.52,0,1,0,0,141.21199808219862
468,HP,Gaming,17.3,Intel Core i7,12,Nvidia,Windows 10,3.78,90522.72,0,1,0,0,127.33567457123111
469,Lenovo,Ultrabook,14.0,Intel Core i7,12,Intel,Windows 10,1.4,98994.24,0,0,0,256,209.8006828649808
470,HP,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.29,106506.72,0,0,0,512,162.40629351131793
471,HP,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,1.9,61485.12,0,500,0,0,141.21199808219862
472,Google,Ultrabook,12.3,Intel Core i5,8,Intel,Chrome OS,1.1,67932.0,0,0,0,128,234.50740003017813
473,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.42,98133.768,0,0,0,256,165.6321180513006
474,Asus,Notebook,15.6,Intel Core i7,12,Intel,Windows 10,2.06,69210.72,0,0,0,128,138.46177587823902
475,Dell,Notebook,14.0,Intel Core i3,8,Intel,Windows 10,1.79,39427.2,0,0,0,128,111.93520355955211
476,Dell,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,1.78,128298.24,0,0,0,256,141.21199808219862
477,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.7,72673.92,0,0,0,180,157.3505121487356
478,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.2,35964.0,0,1,0,0,141.21199808219862
479,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.05,89084.16,0,0,0,256,165.6321180513006
480,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.16,67239.36,0,0,0,512,141.21199808219862
481,Dell,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.18,31254.048,0,1,0,0,100.45466986113651
482,HP,Notebook,13.3,Intel Core i5,4,Intel,Windows 10,1.49,38681.28,0,0,0,128,165.6321180513006
483,Chuwi,Notebook,15.6,Others,4,Intel,Windows 10,1.89,13261.392000000002,64,0,0,0,141.21199808219862
484,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.3,30103.2,0,0,0,128,100.45466986113651
485,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.75,55890.72,0,0,0,256,157.3505121487356
486,Dell,Workstation,15.6,Intel Core i7,16,Nvidia,Windows 10,2.17,124568.64,0,0,0,512,141.21199808219862
487,Dell,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,2.06,101178.72,0,0,0,512,141.21199808219862
488,Lenovo,Ultrabook,12.5,Intel Core i7,16,Intel,Windows 10,1.36,95797.44,0,0,0,512,176.23257360658386
489,Asus,Ultrabook,12.5,Intel Core i7,16,Intel,Windows 10,0.91,103896.0,0,0,0,512,176.23257360658386
490,Lenovo,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.3,53918.82719999999,0,0,0,256,141.21199808219862
491,Toshiba,Ultrabook,13.3,Intel Core i7,32,Intel,Windows 10,1.05,149130.72,0,0,0,512,165.6321180513006
492,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,1.99,71928.0,0,0,0,128,141.21199808219862
493,Acer,Notebook,15.6,AMD,8,AMD,Windows 10,2.2,30849.12,0,1,0,0,100.45466986113651
494,Asus,Gaming,17.3,Intel Core i7,24,Nvidia,Windows 10,4.33,67612.31999999999,0,0,0,256,127.33567457123111
495,Lenovo,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 10,1.3,58554.72,0,0,0,180,125.36742798669837
496,Lenovo,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.17,47893.39199999999,0,0,0,256,141.21199808219862
497,HP,Notebook,14.0,Intel Core i7,8,Intel,Windows 10,1.48,93186.72,0,0,0,1,157.3505121487356
498,Lenovo,Notebook,13.3,Intel Core i3,8,Intel,Windows 10,1.4,50562.72,0,0,0,256,165.6321180513006
499,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.3,48538.08,0,0,0,256,141.21199808219862
500,Asus,Netbook,11.6,Others,4,Intel,Windows 10 S,1.2,18115.2,64,0,0,0,135.0942111925629
501,HP,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,1.91,32979.7872,0,0,0,256,100.45466986113651
502,Lenovo,2 in 1 Convertible,13.9,Intel Core i5,8,Intel,Windows 10,1.4,85194.72,0,0,0,256,158.48253022174808
503,Lenovo,Notebook,14.0,Others,4,Intel,Windows 10,2.1,15930.72,0,500,0,0,111.93520355955211
504,Lenovo,Netbook,11.6,Others,4,Intel,Chrome OS,1.25,14119.2,0,0,0,16,135.0942111925629
505,Lenovo,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.44,50562.72,0,0,0,256,165.6321180513006
506,Asus,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.0,65214.72,0,0,0,256,141.21199808219862
507,Acer,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,2.2,32660.64,0,1,0,0,141.21199808219862
508,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.34,70489.44,0,0,0,512,165.6321180513006
509,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,No OS,2.4,61218.72,0,0,0,256,141.21199808219862
510,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.29,47898.72,0,0,0,128,165.6321180513006
511,Acer,Notebook,15.6,Intel Core i7,4,Nvidia,Windows 10,2.2,34045.92,0,500,0,0,141.21199808219862
512,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.18,44542.08,0,1,0,0,141.21199808219862
513,Dell,Notebook,15.6,Intel Core i7,16,AMD,Windows 10,2.2,64961.10719999999,0,0,0,256,141.21199808219862
514,Xiaomi,Notebook,15.6,Intel Core i7,16,Nvidia,No OS,1.95,74589.336,0,0,0,256,141.21199808219862
515,Asus,Netbook,11.6,Others,2,Intel,Windows 10,1.1,13053.6,32,0,0,0,135.0942111925629
516,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.04,27783.9216,0,1,0,0,100.45466986113651
517,Asus,Gaming,15.6,Intel Core i7,24,Nvidia,Windows 10,2.24,158135.04,0,0,0,512,141.21199808219862
518,HP,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.04,47365.92,0,0,0,256,141.21199808219862
519,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,3.0,80133.12,0,0,0,256,127.33567457123111
520,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,3.2,74538.72,0,0,0,256,141.21199808219862
521,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.32,74538.72,0,0,0,256,165.6321180513006
522,Dell,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.64,68184.0144,0,0,0,256,157.3505121487356
523,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,1.63,36709.92,0,0,0,128,100.45466986113651
524,Dell,Notebook,17.3,Intel Core i5,8,AMD,Linux,2.8,47365.92,0,0,0,128,127.33567457123111
525,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,2.02,71395.2,0,0,0,256,157.3505121487356
526,Lenovo,Notebook,15.6,Intel Core i7,4,Nvidia,Windows 10,2.2,42570.72,0,1,0,0,141.21199808219862
527,Lenovo,Notebook,15.6,Intel Core i3,8,Nvidia,No OS,2.2,24455.52,0,1,0,0,100.45466986113651
528,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,2.3,31168.8,0,500,0,0,141.21199808219862
529,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.9,73366.56,0,0,0,256,141.21199808219862
530,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.42,160520.3856,0,0,0,128,127.33567457123111
531,Toshiba,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.0,45820.8,0,500,0,0,141.21199808219862
532,Asus,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.0,69210.72,0,0,0,256,138.46177587823902
533,Mediacom,Notebook,13.3,Others,4,Intel,Windows 10,1.2,19660.32,0,0,0,32,165.6321180513006
534,Asus,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.3,87858.72,0,0,0,128,141.21199808219862
535,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,1.93,72940.31999999999,0,0,0,256,141.21199808219862
536,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,2.2,42486.0048,0,0,0,256,141.21199808219862
537,HP,Notebook,15.6,Others,4,Intel,Windows 10,1.86,21258.1872,0,0,0,256,141.21199808219862
538,HP,Gaming,17.3,Intel Core i7,12,Nvidia,Windows 10,2.62,95850.72,0,1,0,0,127.33567457123111
539,Lenovo,Notebook,14.0,Intel Core i7,8,Nvidia,Windows 10,1.87,45767.52,0,0,0,256,157.3505121487356
540,Dell,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.2,74538.72,0,0,0,256,276.053530085501
541,Dell,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,1.6,39207.1536,0,0,0,128,157.3505121487356
542,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,1.34,61005.6,0,0,0,256,276.053530085501
543,Acer,Gaming,15.6,Intel Core i5,8,Nvidia,Linux,2.4,42517.44,0,1,0,0,141.21199808219862
544,Asus,Notebook,15.6,AMD,4,AMD,Windows 10,2.0,18594.72,0,500,0,0,100.45466986113651
545,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.1,37589.04,0,0,0,128,141.21199808219862
546,Lenovo,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,1.87,41824.8,0,500,0,0,157.3505121487356
547,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,No OS,2.15,24634.008,0,1,0,0,141.21199808219862
548,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,1.86,21152.16,0,500,0,0,141.21199808219862
549,Lenovo,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,1.99,92121.12,0,0,0,512,141.21199808219862
550,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.2,26586.72,0,0,0,128,141.21199808219862
551,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.9,59513.2272,0,0,0,256,141.21199808219862
552,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.42,143802.72,0,0,0,256,127.33567457123111
553,HP,Notebook,17.3,Intel Core i3,8,Intel,Windows 10,2.65,28992.312,0,1,0,0,106.11306214269258
554,HP,Notebook,17.3,Intel Core i7,8,Nvidia,Windows 10,2.63,68198.4,0,1,0,0,127.33567457123111
555,Asus,Notebook,15.6,Others,4,Intel,Linux,2.0,11934.72,0,500,0,0,100.45466986113651
556,Mediacom,Notebook,13.3,Others,4,Intel,Windows 10,1.35,13586.4,32,0,0,0,165.6321180513006
557,Lenovo,Notebook,17.3,Intel Core i7,6,Nvidia,Windows 10,2.8,50562.72,0,0,0,128,106.11306214269258
558,HP,Notebook,15.6,AMD,6,AMD,Windows 10,1.91,30310.992,0,0,0,128,141.21199808219862
559,Dell,Notebook,15.6,Intel Core i3,4,AMD,Windows 10,2.18,32921.712,0,1,0,0,100.45466986113651
560,Acer,2 in 1 Convertible,11.6,Others,4,Intel,Windows 10,1.25,18594.72,32,0,0,0,189.90579052433606
561,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.05,33566.4,0,0,0,128,141.21199808219862
562,HP,Ultrabook,13.3,Others,16,Intel,Windows 10,1.16,104695.2,0,0,0,512,276.053530085501
563,Lenovo,Notebook,17.3,Intel Core i7,8,Nvidia,Windows 10,3.4,159786.72,0,0,0,256,127.33567457123111
564,Asus,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,2.5,44701.92,0,0,0,128,141.21199808219862
565,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.21,85194.72,0,0,0,128,162.40629351131793
566,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,1.93,51095.52,0,500,0,0,100.45466986113651
567,Fujitsu,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.2,39373.92,0,1,0,0,100.45466986113651
568,Lenovo,Notebook,15.6,Others,4,Intel,Windows 10,2.2,18328.32,0,500,0,0,141.21199808219862
569,Lenovo,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,2.02,52747.2,0,500,0,0,111.93520355955211
570,HP,Workstation,17.3,Intel Core i5,8,Nvidia,Windows 10,3.14,99153.5472,0,500,0,0,106.11306214269258
571,HP,Notebook,14.0,Others,8,Intel,Windows 10,1.94,20725.92,0,1,0,0,111.93520355955211
572,HP,Notebook,15.6,AMD,6,AMD,Windows 10,1.95,34578.72,0,0,0,256,141.21199808219862
573,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.3,44222.4,0,0,0,256,141.21199808219862
574,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.05,36496.8,0,500,0,0,141.21199808219862
575,Mediacom,Notebook,14.0,Others,4,Intel,Windows 10,1.4,13266.72,0,0,0,32,157.3505121487356
576,Toshiba,Ultrabook,14.0,Intel Core i7,16,Intel,Windows 10,1.24,99367.2,0,0,0,512,157.3505121487356
577,Lenovo,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,4.6,141884.63999999998,0,0,0,256,127.33567457123111
578,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.14,145401.12,0,0,0,512,127.33567457123111
579,Dell,Notebook,15.6,Intel Core i7,8,AMD,Linux,2.2,39907.2528,0,0,0,256,141.21199808219862
580,Mediacom,Notebook,14.0,Others,4,Intel,Windows 10,1.45,20725.92,0,0,0,32,157.3505121487356
581,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,1.9,53733.94559999999,0,500,0,0,100.45466986113651
582,HP,Notebook,13.3,Intel Core i3,4,Intel,Windows 10,1.49,38308.32,0,0,0,128,165.6321180513006
583,Dell,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,1.93,81912.13919999999,0,0,0,256,141.21199808219862
584,Dell,Netbook,11.6,Others,4,Intel,Chrome OS,1.26,15717.6,16,0,0,0,135.0942111925629
585,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.5,125154.72,0,0,0,128,127.33567457123111
586,HP,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,3.78,79813.44,0,0,0,256,127.33567457123111
587,Lenovo,Ultrabook,14.0,Intel Core i7,12,Intel,Windows 10,1.4,89137.44,0,0,0,256,157.3505121487356
588,Lenovo,Notebook,15.6,Intel Core i7,12,Intel,Windows 10,2.2,32447.52,0,1,0,0,100.45466986113651
589,Asus,Gaming,17.3,Intel Core i5,8,Nvidia,Windows 10,2.73,94305.6,0,0,0,128,127.33567457123111
590,Asus,2 in 1 Convertible,15.6,Intel Core i5,8,Intel,Windows 10,2.2,39373.92,0,1,0,0,100.45466986113651
591,Lenovo,Notebook,15.6,AMD,12,AMD,Windows 10,2.2,50562.72,0,0,0,512,141.21199808219862
592,Dell,2 in 1 Convertible,11.6,Others,4,Intel,Windows 10,1.39,32127.84,0,0,0,128,135.0942111925629
593,Samsung,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,2.5,90522.72,0,0,0,128,141.21199808219862
594,Lenovo,Notebook,17.3,Intel Core i3,4,Intel,No OS,2.8,28185.12,0,500,0,0,127.33567457123111
595,Lenovo,Notebook,15.6,Intel Core i3,8,Intel,Windows 10,2.29,24455.52,0,1,0,0,100.45466986113651
596,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.37,107892.0,0,0,0,512,165.6321180513006
597,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.7,78534.72,0,0,0,256,157.3505121487356
598,Dell,2 in 1 Convertible,12.5,Intel Core i5,8,Intel,Windows 10,1.34,88977.59999999999,0,0,0,256,176.23257360658386
599,Dell,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,2.06,93932.64,0,0,0,256,141.21199808219862
600,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,1.84,64948.32,0,0,0,256,141.21199808219862
601,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.1,35616.6144,0,500,0,0,100.45466986113651
602,Acer,Notebook,14.0,Others,4,Intel,Windows 10,1.6,17529.12,32,0,0,0,157.3505121487356
603,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,4.14,117162.72,0,0,0,128,127.33567457123111
604,Dell,Notebook,15.6,Intel Core i3,4,AMD,Linux,2.18,24775.2,0,1,0,0,100.45466986113651
605,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,1.8,122490.72,0,0,0,256,138.46177587823902
606,Toshiba,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,2.2,74538.72,0,0,0,256,141.21199808219862
607,Lenovo,Notebook,15.6,Intel Core i5,6,Intel,Windows 10,2.4,30049.92,0,1,0,0,141.21199808219862
608,Lenovo,2 in 1 Convertible,15.6,Intel Core i7,8,Intel,Windows 10,2.0,69210.72,0,0,0,256,141.21199808219862
609,Acer,Notebook,14.0,Others,4,Intel,Windows 10,1.6,18594.72,128,0,0,0,111.93520355955211
610,Lenovo,Notebook,15.6,Others,32,Nvidia,Windows 10,2.5,261018.72,0,0,0,1,138.46177587823902
611,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.59,46833.6528,0,1,0,0,141.21199808219862
612,Dell,Notebook,15.6,Intel Core i3,4,Intel,Linux,2.18,23650.992,0,1,0,0,100.45466986113651
613,Dell,Notebook,15.6,Intel Core i3,4,Intel,Linux,2.25,19127.52,0,1,0,0,100.45466986113651
614,Dell,Notebook,15.6,Intel Core i5,4,Intel,Linux,1.93,46300.32,0,500,0,0,100.45466986113651
615,Asus,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,3.0,62231.04,0,0,0,128,127.33567457123111
616,Dell,Notebook,15.6,Intel Core i5,4,AMD,Linux,2.18,30316.32,0,0,0,128,141.21199808219862
617,HP,Ultrabook,15.6,Intel Core i7,8,Intel,Windows 10,1.84,74005.92,0,0,0,512,141.21199808219862
618,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.94,120831.5808,0,0,0,256,141.21199808219862
619,Acer,2 in 1 Convertible,11.6,Others,4,Intel,Chrome OS,1.25,20193.12,32,0,0,0,135.0942111925629
620,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,2.31,59886.72,0,0,0,256,111.93520355955211
621,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,1.65,78055.2,0,0,0,256,157.3505121487356
622,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,2.2,41345.28,0,1,0,0,141.21199808219862
623,Fujitsu,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.2,42570.72,0,0,0,256,100.45466986113651
624,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 7,1.88,49656.96,0,500,0,0,100.45466986113651
625,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,47898.72,0,1,0,0,141.21199808219862
626,Mediacom,Notebook,14.0,Others,2,Intel,Windows 10,1.4,12733.92,32,0,0,0,157.3505121487356
627,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,No OS,2.2,24935.04,0,0,0,128,141.21199808219862
628,Asus,2 in 1 Convertible,13.3,Intel Core i5,6,Intel,Windows 10,1.5,34046.4528,0,1,0,0,165.6321180513006
629,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,2.0,96969.6,0,0,0,256,141.21199808219862
630,Asus,Ultrabook,14.0,Intel Core i7,16,Intel,Windows 10,1.1,101232.0,0,0,0,512,157.3505121487356
631,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.62,78801.12,0,0,0,256,141.21199808219862
632,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,1.8,44169.12,0,0,0,256,141.21199808219862
633,Lenovo,Notebook,15.6,Intel Core i3,4,Nvidia,Windows 10,2.2,30849.12,0,1,0,0,141.21199808219862
634,Asus,Notebook,15.6,Others,8,Intel,Windows 10,2.0,21258.72,0,1,0,0,100.45466986113651
635,Asus,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,1.99,48304.7136,0,1,0,0,141.21199808219862
636,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.23,99580.32,0,0,0,256,276.053530085501
637,Lenovo,Notebook,14.0,Others,2,Intel,Windows 10,1.42,13266.72,32,0,0,0,111.93520355955211
638,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,1.37,93635.3376,0,0,0,256,165.6321180513006
639,Dell,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,2.06,127818.72,0,0,0,1,138.46177587823902
640,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.5,59087.52,0,0,0,128,141.21199808219862
641,HP,Notebook,17.0,AMD,8,AMD,Windows 10,2.6,27753.552,0,1,0,0,107.98564559226952
642,Lenovo,Ultrabook,14.0,Intel Core i7,16,Intel,Windows 10,1.14,130536.0,0,0,0,512,157.3505121487356
643,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,No OS,2.5,62284.32,0,1,0,0,141.21199808219862
644,Acer,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.4,23976.0,0,500,0,0,100.45466986113651
645,Lenovo,Notebook,14.0,Others,4,Intel,Windows 10,1.43,14598.72,32,0,0,0,111.93520355955211
646,Acer,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,1.8,48964.32,0,0,0,256,157.3505121487356
647,Razer,Gaming,14.0,Intel Core i7,16,Nvidia,Windows 10,1.95,138474.72,0,0,0,256,157.3505121487356
648,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,1.2,64628.64,0,0,0,256,165.6321180513006
649,Lenovo,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,1.36,84395.52,0,0,0,256,176.23257360658386
650,Asus,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,3.8,149130.72,0,0,0,512,127.33567457123111
651,Acer,Gaming,15.6,Intel Core i5,8,Nvidia,Linux,2.4,37775.52,0,1,0,0,141.21199808219862
652,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,1.2,77250.672,0,0,0,256,165.6321180513006
653,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,2.2,63499.10399999999,0,0,0,128,141.21199808219862
654,HP,Notebook,15.6,Intel Core i3,4,Intel,No OS,1.86,19441.872,0,500,0,0,100.45466986113651
655,Toshiba,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.0,56689.92,0,500,0,0,141.21199808219862
656,Dell,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,2.2,48964.32,0,0,0,256,141.21199808219862
657,Dell,Notebook,15.6,Intel Core i7,16,AMD,Windows 10,2.2,60472.8,0,0,0,256,141.21199808219862
658,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,3.31,63722.88,0,0,0,128,141.21199808219862
659,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,4.42,167691.8736,0,0,0,512,124.85570541621553
660,Dell,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,1.56,65481.12,0,0,0,256,157.3505121487356
661,Lenovo,Notebook,15.6,Others,4,Intel,Windows 10,2.2,22324.32,0,500,0,0,100.45466986113651
662,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,2.2,28504.8,0,500,0,0,141.21199808219862
663,HP,Notebook,15.6,Intel Core i3,6,AMD,Windows 10,2.04,28717.92,0,1,0,0,141.21199808219862
664,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,2.7,79215.1056,0,0,0,128,127.33567457123111
665,Toshiba,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,2.1,26533.44,0,0,0,128,100.45466986113651
666,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.06,50882.4,0,1,0,0,141.21199808219862
667,HP,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,2.1,39693.6,0,1,0,0,141.21199808219862
668,Toshiba,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,2.0,67026.23999999999,0,0,0,256,141.21199808219862
669,Acer,Notebook,15.6,Intel Core i3,4,Intel,Linux,2.1,21951.36,0,0,0,128,100.45466986113651
670,Microsoft,Ultrabook,13.5,Intel Core i7,8,Intel,Windows 10 S,1.252,99519.048,0,0,0,256,200.84255993695703
671,Lenovo,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,1.9,43580.376,0,0,0,128,141.21199808219862
672,Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,1.3,55091.52,0,0,0,256,165.6321180513006
673,Lenovo,Notebook,15.6,AMD,4,AMD,Windows 10,2.2,18594.72,0,0,0,128,100.45466986113651
674,HP,2 in 1 Convertible,14.0,Intel Core i3,4,Nvidia,Windows 10,1.63,37242.72,0,0,0,128,157.3505121487356
675,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,2.4,68944.31999999999,0,0,0,256,141.21199808219862
676,Asus,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,1.1,60472.8,0,0,0,256,157.3505121487356
677,HP,2 in 1 Convertible,11.6,Others,8,Intel,Chrome OS,1.4,26373.6,64,0,0,0,135.0942111925629
678,LG,Ultrabook,15.6,Intel Core i7,8,Intel,Windows 10,1.09,122490.72,0,0,0,512,141.21199808219862
679,Acer,Gaming,15.6,Intel Core i5,16,Nvidia,Windows 10,2.5,69210.72,0,0,0,256,141.21199808219862
680,MSI,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,2.2,53168.112,0,0,0,256,141.21199808219862
